-0.027,0.983,0.014,0.002,0.011,-0.011,42,271,65,-4.505,4.108,28.613
-0.032,0.982,0.015,-0.019,0.005,0.048,39,272,66,-4.501,4.099,28.597
-0.029,0.983,0.014,0.006,-0.024,0.024,38,271,71,-4.497,4.077,28.503
-0.033,0.984,0.014,-0.002,-0.015,0.027,37,278,66,-4.495,4.080,28.503
-0.032,0.980,0.019,-0.006,-0.015,0.032,40,275,61,-4.501,4.095,28.574
-0.029,0.981,0.014,-0.015,-0.009,0.002,34,265,65,-4.516,4.129,28.716
-0.029,0.975,0.013,0.017,-0.013,0.019,34,264,67,-4.503,4.093,28.576
-0.027,0.983,0.015,0.000,-0.018,0.002,37,266,68,-4.513,4.127,28.700
-0.031,0.983,0.015,0.017,-0.024,0.027,30,267,63,-4.504,4.097,28.582
-0.032,0.982,0.015,0.017,-0.020,0.027,42,271,67,-4.505,4.099,28.597
-0.032,0.983,0.015,-0.009,-0.016,-0.010,36,271,74,-4.498,4.087,28.537
-0.029,0.977,0.017,0.000,0.000,0.000,38,271,61,-4.507,4.109,28.645
-0.030,0.977,0.011,-0.009,-0.007,0.021,43,274,72,-4.507,4.109,28.645
-0.028,0.985,0.013,-0.012,-0.002,0.052,32,271,69,-4.509,4.111,28.647
-0.030,0.981,0.009,0.012,-0.005,0.031,36,271,65,-4.491,4.070,28.468
-0.030,0.977,0.013,-0.009,0.002,0.005,33,272,64,-4.507,4.114,28.629
-0.030,0.981,0.016,0.012,-0.013,0.011,40,267,63,-4.497,4.080,28.511
-0.029,0.985,0.013,-0.009,-0.020,0.016,38,273,63,-4.502,4.098,28.597
-0.033,0.981,0.013,0.019,-0.024,0.032,36,273,76,-4.516,4.135,28.744
-0.034,0.985,0.016,0.014,-0.015,0.027,38,273,69,-4.500,4.090,28.545
-0.033,0.987,0.015,0.009,-0.004,-0.003,38,269,69,-4.499,4.097,28.578
-0.032,0.982,0.012,-0.006,-0.013,0.032,39,266,64,-4.504,4.099,28.580
-0.029,0.982,0.015,-0.009,-0.013,0.055,40,275,69,-4.511,4.118,28.661
-0.030,0.979,0.013,-0.008,-0.005,0.015,38,267,67,-4.502,4.095,28.584
-0.031,0.983,0.017,0.009,-0.011,0.005,32,269,73,-4.501,4.092,28.564
-0.030,0.980,0.017,-0.009,-0.009,0.005,28,267,61,-4.524,4.147,28.763
-0.028,0.984,0.013,-0.006,-0.022,0.015,39,276,66,-4.501,4.095,28.562
-0.030,0.982,0.014,-0.014,-0.007,0.005,41,263,72,-4.506,4.102,28.593
-0.030,0.983,0.016,-0.011,-0.005,0.023,43,272,64,-4.507,4.104,28.597
-0.028,0.980,0.013,0.012,-0.005,0.023,38,264,65,-4.506,4.106,28.622
-0.032,0.981,0.016,0.006,0.005,0.024,39,266,62,-4.508,4.115,28.648
-0.026,0.981,0.016,0.011,0.002,0.000,42,269,65,-4.499,4.085,28.536
-0.029,0.986,0.015,-0.008,-0.013,0.044,36,271,61,-4.504,4.095,28.579
-0.031,0.983,0.016,-0.003,-0.015,0.026,34,269,65,-4.511,4.118,28.661
-0.031,0.984,0.015,-0.009,-0.005,0.013,33,268,66,-4.505,4.111,28.635
-0.034,0.980,0.018,-0.003,-0.020,0.013,35,266,66,-4.510,4.118,28.670
-0.030,0.982,0.015,-0.003,-0.018,0.061,46,264,67,-4.504,4.100,28.590
-0.030,0.981,0.016,-0.006,-0.011,0.068,32,275,69,-4.501,4.097,28.592
-0.034,0.982,0.014,-0.005,-0.015,0.021,35,268,64,-4.501,4.092,28.567
-0.031,0.980,0.016,-0.002,-0.015,0.013,36,271,69,-4.503,4.100,28.594
-0.031,0.982,0.015,-0.003,-0.016,0.027,35,272,64,-4.513,4.123,28.684
-0.030,0.978,0.017,-0.003,-0.029,0.024,37,274,64,-4.499,4.089,28.556
-0.028,0.988,0.017,0.014,-0.013,0.055,42,269,61,-4.506,4.099,28.591
-0.030,0.978,0.014,0.003,0.000,0.016,39,274,66,-4.507,4.110,28.637
-0.030,0.982,0.011,-0.014,-0.013,0.027,38,271,57,-4.498,4.086,28.534
-0.032,0.982,0.016,-0.011,0.015,0.042,43,272,73,-4.501,4.090,28.562
-0.027,0.983,0.017,-0.008,0.002,0.006,37,276,70,-4.496,4.080,28.513
-0.027,0.982,0.014,0.006,-0.004,0.000,37,278,70,-4.505,4.103,28.600
-0.030,0.978,0.019,0.014,-0.004,0.032,43,272,66,-4.504,4.103,28.613
-0.029,0.981,0.016,-0.002,-0.022,0.027,34,271,69,-4.504,4.105,28.609
-0.027,0.980,0.016,-0.008,-0.013,0.019,43,268,64,-4.504,4.096,28.578
-0.028,0.979,0.015,0.014,-0.024,-0.015,38,271,65,-4.518,4.142,28.754
-0.034,0.985,0.013,0.015,-0.016,0.024,40,269,65,-4.498,4.092,28.551
-0.031,0.981,0.018,0.008,-0.020,0.006,36,275,63,-4.508,4.117,28.661
-0.030,0.985,0.018,0.002,-0.011,0.045,39,270,72,-4.511,4.125,28.698
-0.032,0.978,0.016,0.002,0.004,0.029,37,270,64,-4.503,4.092,28.549
-0.027,0.983,0.014,-0.022,-0.016,0.029,31,270,62,-4.502,4.089,28.539
-0.025,0.982,0.016,-0.012,-0.016,0.019,36,267,63,-4.516,4.133,28.735
-0.028,0.977,0.011,0.003,-0.011,0.044,31,270,66,-4.506,4.104,28.591
-0.030,0.977,0.013,-0.003,-0.015,0.016,33,270,66,-4.507,4.112,28.654
-0.033,0.986,0.018,-0.017,-0.013,0.065,40,269,63,-4.504,4.095,28.575
-0.030,0.982,0.012,-0.003,-0.005,0.034,37,276,64,-4.505,4.093,28.561
-0.032,0.981,0.016,-0.008,-0.018,0.026,34,269,63,-4.515,4.128,28.710
-0.027,0.982,0.012,0.008,-0.015,0.042,42,265,59,-4.503,4.099,28.590
-0.030,0.980,0.016,-0.003,0.011,0.006,35,266,68,-4.498,4.087,28.547
-0.033,0.981,0.013,0.002,0.000,0.047,31,278,68,-4.502,4.087,28.542
-0.031,0.980,0.011,0.008,-0.011,0.016,44,271,63,-4.502,4.093,28.547
-0.028,0.983,0.015,-0.011,-0.015,0.027,32,269,61,-4.495,4.077,28.498
-0.025,0.978,0.014,0.009,-0.004,0.019,34,267,67,-4.512,4.121,28.680
-0.032,0.985,0.014,-0.008,-0.002,0.010,36,271,63,-4.512,4.121,28.680
-0.029,0.984,0.016,-0.009,-0.009,0.031,38,269,67,-4.500,4.085,28.517
-0.032,0.982,0.017,-0.012,-0.011,-0.003,31,263,66,-4.505,4.098,28.594
-0.029,0.983,0.014,0.011,-0.013,0.029,33,265,64,-4.503,4.100,28.604
-0.028,0.975,0.012,-0.002,0.004,0.032,37,266,64,-4.503,4.092,28.567
-0.030,0.979,0.014,-0.002,-0.007,0.016,39,263,66,-4.500,4.087,28.531
-0.032,0.982,0.016,0.002,-0.009,0.029,35,266,66,-4.501,4.093,28.583
-0.031,0.981,0.013,-0.005,-0.013,-0.026,40,269,71,-4.504,4.098,28.572
-0.031,0.980,0.016,-0.006,-0.016,0.023,34,277,65,-4.501,4.103,28.600
-0.032,0.985,0.015,0.015,-0.020,-0.027,36,264,67,-4.506,4.096,28.573
-0.030,0.980,0.014,-0.012,-0.011,0.040,37,263,68,-4.504,4.105,28.608
-0.030,0.979,0.012,0.020,0.000,-0.003,40,267,67,-4.511,4.117,28.670
-0.029,0.985,0.013,0.014,-0.022,0.048,34,269,67,-4.501,4.082,28.526
-0.029,0.982,0.018,0.000,-0.004,0.003,38,275,74,-4.498,4.090,28.555
-0.027,0.978,0.013,0.002,-0.020,0.031,41,272,66,-4.503,4.098,28.592
-0.031,0.981,0.013,0.006,0.004,-0.011,38,271,59,-4.501,4.092,28.549
-0.031,0.983,0.015,-0.008,0.000,0.026,37,268,62,-4.506,4.107,28.616
-0.030,0.986,0.014,-0.008,0.007,0.048,38,275,63,-4.503,4.091,28.559
-0.029,0.978,0.013,0.009,-0.018,0.050,34,267,74,-4.514,4.130,28.712
-0.032,0.982,0.016,-0.002,-0.020,0.011,35,272,70,-4.511,4.116,28.660
-0.030,0.982,0.014,0.015,-0.016,0.010,38,273,65,-4.512,4.118,28.668
-0.030,0.980,0.016,0.006,-0.009,0.010,36,264,69,-4.512,4.130,28.698
-0.033,0.980,0.015,0.006,-0.011,0.010,37,274,70,-4.510,4.123,28.676
-0.034,0.984,0.015,0.008,-0.018,-0.005,31,265,66,-4.503,4.094,28.571
-0.025,0.982,0.012,0.006,-0.022,0.002,37,266,60,-4.502,4.095,28.584
-0.027,0.985,0.016,-0.002,-0.020,0.050,38,269,67,-4.509,4.115,28.659
-0.032,0.984,0.017,0.012,-0.004,0.029,33,274,70,-4.505,4.098,28.586
-0.035,0.980,0.015,-0.008,-0.002,0.042,43,270,64,-4.499,4.094,28.576
-0.027,0.984,0.017,0.002,-0.020,0.010,39,270,68,-4.501,4.088,28.550
-0.031,0.982,0.015,-0.015,-0.004,0.032,30,273,57,-4.500,4.094,28.564
-0.030,0.984,0.015,-0.008,-0.013,-0.003,39,278,62,-4.505,4.103,28.608
-0.031,0.977,0.013,-0.002,-0.018,0.015,41,266,62,-4.502,4.098,28.593
-0.033,0.984,0.014,-0.012,0.000,-0.006,32,277,69,-4.512,4.122,28.692
-0.031,0.982,0.015,0.014,-0.020,0.031,39,265,70,-4.500,4.097,28.591
-0.032,0.980,0.012,0.011,0.002,-0.021,45,268,68,-4.508,4.107,28.624
-0.028,0.986,0.013,0.003,-0.007,0.015,43,270,64,-4.501,4.092,28.554
-0.033,0.978,0.014,0.006,-0.002,0.026,38,275,67,-4.503,4.092,28.569
-0.031,0.983,0.017,-0.005,-0.002,0.018,40,271,69,-4.509,4.108,28.626
-0.029,0.985,0.018,0.012,-0.013,-0.018,37,276,62,-4.496,4.080,28.496
-0.032,0.981,0.014,-0.008,-0.011,0.006,37,268,70,-4.502,4.088,28.532
-0.027,0.980,0.014,0.009,-0.009,0.029,40,267,67,-4.510,4.108,28.639
-0.032,0.983,0.018,-0.006,-0.016,0.003,47,266,56,-4.507,4.102,28.609
-0.029,0.983,0.017,-0.005,-0.013,0.029,38,265,74,-4.501,4.088,28.555
-0.032,0.980,0.014,-0.005,-0.020,0.016,35,276,70,-4.513,4.127,28.690
-0.032,0.982,0.017,-0.002,0.002,-0.002,37,274,70,-4.508,4.118,28.654
-0.033,0.980,0.018,-0.011,-0.005,-0.003,37,272,64,-4.507,4.109,28.646
-0.035,0.981,0.019,-0.006,0.004,0.027,45,266,70,-4.503,4.092,28.561
-0.030,0.982,0.012,0.014,-0.013,-0.010,35,276,60,-4.511,4.104,28.615
-0.029,0.983,0.014,-0.008,-0.002,0.019,39,272,68,-4.502,4.090,28.539
-0.030,0.986,0.010,0.012,0.002,0.006,40,277,61,-4.507,4.108,28.632
-0.029,0.985,0.011,-0.008,-0.002,0.024,28,265,69,-4.492,4.069,28.440
-0.029,0.976,0.012,0.014,-0.004,0.003,41,272,62,-4.505,4.098,28.588
-0.030,0.980,0.014,0.000,-0.020,0.000,34,269,69,-4.505,4.099,28.591
-0.034,0.979,0.013,-0.011,-0.015,-0.008,36,267,69,-4.504,4.102,28.594
-0.028,0.981,0.014,-0.006,-0.004,0.010,38,267,61,-4.501,4.097,28.576
-0.034,0.985,0.017,0.006,-0.020,0.039,38,271,69,-4.506,4.102,28.610
-0.029,0.984,0.014,0.003,-0.011,0.018,35,268,72,-4.503,4.102,28.591
-0.033,0.983,0.014,0.002,-0.005,0.031,36,267,59,-4.503,4.102,28.591
-0.026,0.976,0.011,-0.008,-0.015,0.034,32,271,67,-4.503,4.096,28.556
-0.031,0.980,0.013,-0.002,0.005,0.045,40,269,53,-4.512,4.128,28.698
-0.028,0.981,0.016,0.014,-0.002,-0.024,42,265,78,-4.503,4.097,28.585
-0.031,0.980,0.014,0.002,-0.011,0.019,45,268,68,-4.507,4.101,28.598
-0.031,0.983,0.012,-0.006,-0.015,-0.002,38,267,69,-4.500,4.090,28.549
-0.031,0.983,0.015,0.020,-0.004,0.042,33,268,64,-4.505,4.104,28.615
-0.028,0.980,0.013,-0.002,-0.025,0.000,43,272,64,-4.505,4.094,28.575
-0.030,0.980,0.013,-0.011,-0.015,-0.005,33,270,62,-4.499,4.082,28.534
-0.033,0.982,0.016,0.000,-0.009,0.029,43,274,62,-4.499,4.091,28.565
-0.025,0.979,0.016,0.017,-0.015,0.026,41,268,64,-4.509,4.122,28.676
-0.033,0.982,0.014,0.011,-0.009,0.026,38,277,63,-4.504,4.094,28.579
-0.030,0.983,0.010,0.009,0.004,-0.003,34,273,65,-4.520,4.135,28.726
-0.031,0.985,0.012,-0.008,-0.016,0.019,38,273,61,-4.511,4.114,28.645
-0.029,0.978,0.013,-0.002,-0.016,0.031,33,268,72,-4.497,4.085,28.524
-0.033,0.981,0.013,-0.009,-0.002,0.027,39,272,70,-4.503,4.096,28.591
-0.030,0.982,0.015,-0.003,-0.020,0.011,37,272,70,-4.513,4.137,28.716
-0.035,0.981,0.014,0.014,-0.009,0.024,34,271,53,-4.506,4.113,28.642
-0.028,0.979,0.013,-0.014,-0.018,0.019,43,270,60,-4.508,4.109,28.608
-0.026,0.982,0.016,-0.002,-0.013,0.000,39,276,62,-4.509,4.123,28.673
-0.029,0.978,0.014,0.009,-0.018,0.037,38,269,65,-4.511,4.121,28.674
-0.027,0.979,0.017,-0.006,-0.007,-0.015,40,271,69,-4.503,4.093,28.575
-0.032,0.982,0.017,0.009,-0.013,0.032,44,271,59,-4.505,4.098,28.596
-0.026,0.977,0.011,-0.012,-0.020,0.040,40,275,67,-4.501,4.093,28.575
-0.028,0.982,0.013,0.017,-0.027,-0.008,42,269,65,-4.499,4.086,28.547
-0.029,0.977,0.016,0.009,-0.011,-0.002,42,271,73,-4.501,4.085,28.526
-0.033,0.983,0.012,-0.006,0.007,0.011,33,268,64,-4.509,4.123,28.688
-0.031,0.983,0.018,-0.008,-0.015,0.013,36,271,65,-4.502,4.089,28.560
-0.025,0.981,0.011,-0.009,0.000,0.010,46,267,67,-4.507,4.104,28.620
-0.030,0.980,0.013,0.014,-0.024,0.019,44,265,63,-4.504,4.098,28.586
-0.032,0.982,0.018,-0.003,-0.015,0.006,44,267,69,-4.505,4.111,28.622
-0.029,0.982,0.015,-0.011,0.000,-0.005,37,272,62,-4.513,4.124,28.695
-0.030,0.985,0.016,0.008,-0.018,0.040,40,267,57,-4.510,4.121,28.680
-0.029,0.981,0.014,0.006,-0.002,0.019,36,269,67,-4.498,4.086,28.544
-0.027,0.981,0.011,0.008,-0.011,0.011,39,272,64,-4.506,4.101,28.599
-0.027,0.979,0.015,0.002,-0.009,0.013,37,268,64,-4.504,4.111,28.640
-0.033,0.981,0.014,0.014,-0.015,0.023,37,270,66,-4.505,4.099,28.602
-0.027,0.983,0.018,0.015,-0.025,0.006,39,268,66,-4.504,4.102,28.617
-0.031,0.984,0.016,0.008,-0.025,0.024,45,270,72,-4.499,4.093,28.577
-0.028,0.982,0.016,-0.011,-0.013,0.006,37,274,60,-4.508,4.103,28.604
-0.032,0.983,0.017,0.015,-0.024,0.026,35,272,64,-4.505,4.104,28.592
-0.032,0.983,0.015,0.008,-0.027,0.006,37,268,60,-4.512,4.120,28.669
-0.032,0.983,0.012,0.015,-0.013,0.015,41,272,66,-4.504,4.092,28.558
-0.024,0.979,0.015,-0.006,0.005,0.031,40,269,65,-4.495,4.077,28.506
-0.029,0.984,0.016,-0.006,-0.009,0.026,45,278,66,-4.512,4.131,28.708
-0.029,0.984,0.013,-0.003,-0.015,0.006,44,264,67,-4.497,4.083,28.525
-0.031,0.980,0.014,-0.009,-0.015,0.003,41,268,68,-4.506,4.120,28.672
-0.029,0.984,0.013,-0.005,0.002,0.047,35,268,64,-4.500,4.087,28.537
-0.031,0.980,0.013,0.002,0.000,0.027,32,273,65,-4.497,4.078,28.498
-0.027,0.981,0.018,0.011,-0.025,0.013,39,276,64,-4.507,4.114,28.666
-0.028,0.976,0.011,-0.014,-0.018,0.019,36,271,63,-4.512,4.123,28.689
-0.032,0.978,0.011,0.000,-0.009,-0.018,38,271,71,-4.509,4.104,28.610
-0.031,0.983,0.017,-0.009,-0.016,0.027,38,265,65,-4.510,4.107,28.623
-0.025,0.983,0.013,-0.003,-0.007,0.039,44,269,69,-4.511,4.119,28.670
-0.030,0.980,0.016,-0.002,-0.020,0.040,38,271,59,-4.511,4.122,28.680
-0.027,0.980,0.012,-0.006,-0.004,0.034,40,262,65,-4.511,4.122,28.680
-0.033,0.982,0.014,-0.008,0.005,0.005,41,274,66,-4.507,4.100,28.595
-0.023,0.985,0.013,0.008,0.004,0.013,39,276,64,-4.500,4.097,28.576
-0.032,0.982,0.014,-0.014,-0.002,0.024,32,273,71,-4.502,4.092,28.566
-0.030,0.985,0.016,-0.015,-0.004,0.010,31,266,66,-4.507,4.111,28.636
-0.031,0.981,0.014,0.011,-0.013,0.013,33,270,64,-4.503,4.101,28.602
-0.029,0.982,0.015,-0.003,-0.004,-0.003,40,265,71,-4.500,4.092,28.561
-0.033,0.981,0.014,-0.014,0.000,0.034,39,274,60,-4.496,4.079,28.508
-0.025,0.982,0.013,0.000,-0.009,0.016,43,270,66,-4.507,4.111,28.626
-0.029,0.981,0.016,0.002,-0.015,0.026,38,267,59,-4.504,4.106,28.609
-0.031,0.981,0.016,-0.009,-0.015,0.011,32,275,65,-4.516,4.133,28.735
-0.027,0.980,0.016,-0.003,-0.005,0.034,40,271,67,-4.500,4.097,28.568
-0.029,0.982,0.011,-0.008,-0.011,0.016,36,267,71,-4.510,4.114,28.650
-0.026,0.985,0.016,0.002,-0.024,-0.002,41,266,64,-4.506,4.109,28.641
-0.031,0.982,0.010,-0.008,-0.016,-0.002,34,271,73,-4.500,4.093,28.555
-0.031,0.979,0.017,-0.003,-0.004,0.003,32,267,67,-4.509,4.120,28.665
-0.030,0.985,0.013,0.006,0.000,0.048,38,273,71,-4.492,4.073,28.483
-0.035,0.979,0.016,0.006,-0.018,0.003,38,269,67,-4.508,4.113,28.650
-0.031,0.985,0.018,0.014,0.005,-0.003,39,270,60,-4.512,4.124,28.705
-0.029,0.982,0.014,0.014,-0.007,0.010,33,272,68,-4.499,4.086,28.540
-0.030,0.984,0.015,0.008,-0.013,0.042,31,274,66,-4.504,4.099,28.583
-0.030,0.977,0.011,-0.005,-0.002,0.026,38,269,67,-4.495,4.079,28.509
-0.030,0.979,0.010,0.009,-0.020,0.037,40,271,65,-4.505,4.101,28.603
-0.026,0.986,0.018,0.002,-0.013,0.032,41,274,60,-4.512,4.121,28.701
-0.028,0.981,0.013,-0.012,-0.015,0.052,37,266,72,-4.501,4.094,28.582
-0.031,0.983,0.013,0.003,-0.004,0.019,36,275,65,-4.504,4.097,28.583
-0.026,0.978,0.015,0.012,-0.013,0.048,42,271,69,-4.511,4.124,28.696
-0.026,0.978,0.014,-0.014,-0.016,0.000,40,271,69,-4.507,4.100,28.577
-0.028,0.984,0.012,-0.008,-0.004,0.031,38,273,63,-4.508,4.108,28.607
-0.028,0.978,0.012,0.002,0.011,0.013,44,265,65,-4.507,4.118,28.667
-0.030,0.977,0.015,-0.003,-0.002,-0.002,34,269,67,-4.500,4.088,28.549
-0.033,0.979,0.018,-0.006,0.007,0.027,43,276,68,-4.502,4.100,28.601
